ensembl_transcript_id,transcript_length
AT1G77490.1,2516
AT1G77490.2,1630
AT1G77540.1,581
AT1G77590.1,2692
AT1G77590.2,2669
AT1G77610.1,1617
AT1G77630.1,1831
AT1G77710.1,715
AT1G77760.1,3155
AT1G77800.1,4988
AT1G77800.2,4956
AT1G77840.1,2053
AT1G77930.1,1274
AT1G77930.2,1699
AT1G77930.3,1359
AT1G77940.1,714
AT1G78020.1,1015
AT1G78040.1,1897
AT1G78040.2,788
AT1G78040.3,1168
AT1G78060.1,2499
AT1G78070.1,2172
AT1G78070.2,1735
AT1G78070.3,2312
AT1G78080.1,2136
AT1G78100.1,1551
AT1G78140.1,1393
AT1G78150.1,1450
AT1G78150.2,1449
AT1G78150.3,1061
AT1G78170.1,1208
AT1G78200.1,1368
AT1G78200.2,1272
AT1G78200.3,1746
AT1G78200.4,1441
AT1G78200.5,1345
AT1G78210.1,1344
AT1G78230.1,2468
AT1G78240.1,2950
AT1G78240.2,2835
AT1G78300.1,1609
AT1G78370.1,1147
AT1G78380.1,1120
AT1G78460.1,1050
AT1G78490.1,3206
AT1G78490.2,3307
AT1G78510.1,1890
AT1G78510.2,1604
AT1G78560.1,1595
AT1G78570.1,2572
AT1G78580.1,5000
AT1G78620.1,1250
AT1G78620.2,1270
AT1G78630.1,1391
AT1G78660.1,1423
AT1G78660.2,1394
AT1G78660.3,1367
AT1G78670.1,1433
AT1G78680.1,1467
AT1G78680.2,1386
AT1G78700.1,1626
AT1G78820.1,1836
AT1G78830.1,1956
AT1G78850.1,1676
AT1G78870.1,1123
AT1G78870.2,1083
AT1G78870.3,1144
AT1G78870.4,1235
AT1G78880.1,2246
AT1G78890.1,1419
AT1G78890.2,976
AT1G78900.1,2599
AT1G78900.2,2519
AT1G78915.1,1460
AT1G78915.2,1457
AT1G78915.3,1522
AT1G78920.1,3173
AT1G78920.2,3418
AT1G78920.3,2875
AT1G79010.1,1106
AT1G79040.1,784
AT1G79050.1,1482
AT1G79050.2,1354
AT1G79090.1,3037
AT1G79090.2,3180
AT1G79090.3,3127
AT1G79160.1,1273
AT1G79210.1,1114
AT1G79210.2,1079
AT1G79210.3,1050
AT1G79230.1,1755
AT1G79230.2,1535
AT1G79230.3,1700
AT1G79270.1,2567
AT1G79270.2,2856
AT1G79270.3,2851
AT1G79270.4,2788
AT1G79280.1,6657
AT1G79280.2,6589
AT1G79280.3,6526
AT1G79340.1,1789
AT1G79390.1,675
AT1G79410.1,1931
AT1G79510.1,1243
AT1G79510.2,1135
AT1G79520.1,2649
AT1G79520.2,1463
AT1G79520.3,3235
AT1G79520.4,2826
AT1G79530.1,1919
AT1G79550.1,1719
AT1G79550.2,1736
AT1G79560.1,3521
AT1G79560.2,3328
AT1G79560.3,3279
AT1G79570.1,4453
AT1G79570.2,4156
AT1G79590.1,1492
AT1G79590.2,1387
AT1G79590.3,1412
AT1G79600.1,2541
AT1G79660.1,799
AT1G79690.1,2850
AT1G79690.2,2461
AT1G79750.1,2819
AT1G79790.1,889
AT1G79790.2,967
AT1G79790.4,1044
AT1G79830.1,3669
AT1G79830.2,3278
AT1G79830.3,3588
AT1G79830.4,3547
AT1G79830.5,3718
AT1G79850.1,710
AT1G79870.1,1287
AT1G79870.2,1109
AT1G79920.1,2456
AT1G79920.2,2541
AT1G79920.3,2489
AT1G79920.4,2354
AT1G79930.1,3069
AT1G79930.2,3016
AT1G79940.1,2319
AT1G79940.2,2449
AT1G79940.3,2322
AT1G79970.1,1330
AT1G79970.2,1427
AT1G79970.3,1197
AT1G79990.1,3213
AT1G80000.1,2620
AT1G80000.2,2702
AT1G80000.3,2421
AT1G80000.4,2531
AT1G80030.1,2114
AT1G80030.2,2159
AT1G80030.3,2091
AT1G80030.4,1660
AT1G80040.1,1368
AT1G80040.2,1515
AT1G80040.3,1475
AT1G80040.4,1552
AT1G80070.1,7522
AT1G80130.1,1475
AT1G80180.1,1127
AT1G80230.1,1179
AT1G80300.1,2616
AT1G80310.1,1937
AT1G80360.1,1877
AT1G80360.2,2042
AT1G80360.3,1967
AT1G80360.4,1797
AT1G80380.2,1721
AT1G80380.3,1778
AT1G80380.4,1595
AT1G80380.5,2451
AT1G80380.6,1957
AT1G80380.7,1875
AT1G80380.8,1856
AT1G80410.1,3427
AT1G80410.2,3183
AT1G80440.1,1725
AT1G80460.1,2128
AT1G80460.2,1914
AT1G80480.1,1764
AT1G80490.1,3891
AT1G80490.2,3927
AT1G80490.3,3787
AT1G80500.1,982
AT1G80500.2,1177
AT1G80530.1,2113
AT1G80560.1,1461
AT1G80600.1,1732
AT1G80620.1,1898
AT1G80640.1,1948
AT1G80640.2,1730
AT1G80680.1,3869
AT1G80750.1,1106
AT1G80770.1,1779
AT1G80770.2,1539
AT1G80770.3,1742
AT1G80770.4,1810
AT1G80770.5,1848
AT1G80770.6,1778
AT1G80780.1,1473
AT1G80780.2,1556
AT1G80780.3,1156
AT1G80830.1,2418
AT1G80830.2,2105
AT1G80920.1,1016
AT1G80930.1,3407
AT1G80940.1,1362
AT1G80940.2,1300
AT1G80940.3,1487
AT1G80980.1,1483
AT1G80980.2,1411
AT2G01060.1,1434
AT2G01060.2,1452
AT2G01100.1,1211
AT2G01100.2,1173
AT2G01100.3,1554
AT2G01110.1,1719
AT2G01140.1,1827
AT2G01190.1,2714
AT2G01250.1,1200
AT2G01250.2,1002
AT2G01260.1,1793
AT2G01260.2,1957
AT2G01260.3,2160
AT2G01270.1,2055
AT2G01270.2,1901
AT2G01270.3,1784
AT2G01290.1,1667
AT2G01320.1,2766
AT2G01320.2,2693
AT2G01320.3,2684
AT2G01320.4,2428
AT2G01320.8,2510
AT2G01350.1,1288
AT2G01350.2,1354
AT2G01350.3,1264
AT2G01350.4,1364
AT2G01410.1,1368
AT2G01420.1,2849
AT2G01420.2,2861
AT2G01420.3,3078
AT2G01450.1,1878
AT2G01450.2,1756
AT2G01450.3,1838
AT2G01450.4,1783
AT2G01470.1,1522
AT2G01490.1,1777
AT2G01490.2,1541
AT2G01520.1,895
AT2G01530.1,940
AT2G01570.1,2322
AT2G01590.1,1188
AT2G01590.2,885
AT2G01600.1,2297
AT2G01670.1,1470
AT2G01680.1,2785
AT2G01690.1,2989
AT2G01690.2,2983
AT2G01710.1,1282
AT2G01710.2,1346
AT2G01720.1,1763
AT2G01820.1,3386
AT2G01850.1,1545
AT2G01910.1,3374
AT2G01910.2,2114
AT2G01930.2,1787
AT2G01970.1,2258
AT2G02040.1,2136
AT2G02050.1,724
AT2G02080.1,1954
AT2G02080.2,2034
AT2G02080.3,2323
AT2G02080.4,2070
AT2G02080.5,2100
AT2G02080.6,1848
AT2G02090.1,2734
AT2G02100.1,753
AT2G02160.1,2563
AT2G02180.1,1599
AT2G02390.1,1161
AT2G02390.2,954
AT2G02390.3,1014
AT2G02470.1,1396
AT2G02470.2,1381
AT2G02470.3,1470
AT2G02510.1,797
AT2G02570.1,1337
AT2G02570.2,1502
AT2G02570.3,1266
AT2G02570.4,1140
AT2G02710.1,1775
AT2G02710.2,1717
AT2G02710.3,1873
AT2G02710.4,1946
AT2G02740.1,1104
AT2G02760.1,1504
AT2G02760.2,1759
AT2G02760.3,1154
AT2G02760.4,1075
AT2G02800.1,1831
AT2G02800.2,1532
AT2G02870.1,2460
AT2G02870.2,2111
AT2G02870.3,2434
AT2G02970.1,2351
AT2G03120.1,1674
AT2G03310.1,848
AT2G03340.1,2202
AT2G03350.1,853
AT2G03390.1,1459
AT2G03390.2,1210
AT2G03390.3,1546
AT2G03390.4,1497
AT2G03390.5,1476
AT2G03390.6,1475
AT2G03420.1,2088
AT2G03440.1,1097
AT2G03470.1,1777
AT2G03470.2,1708
AT2G03510.1,1462
AT2G03550.1,1486
AT2G03640.1,1676
AT2G03640.2,1565
AT2G03640.3,1447
AT2G03640.4,1724
AT2G03640.5,1756
AT2G03680.1,672
AT2G03680.2,873
AT2G03680.3,691
AT2G03710.1,1341
AT2G03710.2,1375
AT2G03710.3,1451
AT2G03730.1,1881
AT2G03730.2,2014
AT2G03750.1,1488
AT2G03820.1,2041
AT2G03870.1,570
AT2G03870.2,757
AT2G03890.1,3093
AT2G03890.2,2530
AT2G03980.1,1526
AT2G03980.2,1633
AT2G03980.3,1434
AT2G03980.4,1555
AT2G04030.1,2807
AT2G04030.2,2612
AT2G04039.1,1059
AT2G04039.2,995
AT2G04039.3,932
AT2G04240.1,941
AT2G04240.2,1308
AT2G04280.1,2022
AT2G04350.1,2605
AT2G04350.2,2406
AT2G04378.1,1545
AT2G04390.1,895
AT2G04410.1,615
AT2G04520.1,944
AT2G04550.1,1447
AT2G04550.3,1278
AT2G04630.1,945
AT2G04690.1,1069
AT2G04690.2,1104
AT2G04690.3,1192
AT2G04690.5,1144
AT2G04700.1,1287
AT2G04700.2,862
AT2G04700.3,861
AT2G04780.1,1310
AT2G04780.2,1457
AT2G04842.1,2392
AT2G04842.2,2296
AT2G04880.1,2028
AT2G04880.2,2011
AT2G04900.1,776
AT2G05070.1,1143
AT2G05100.1,1406
AT2G05100.2,1122
AT2G05170.1,3543
AT2G05220.1,959
AT2G05220.2,730
AT2G05230.1,2911
AT2G05250.1,2920
AT2G05310.1,756
AT2G05310.2,1068
AT2G05380.1,613
AT2G05380.2,561
AT2G05380.3,914
AT2G05440.1,646
AT2G05440.2,771
AT2G05440.3,658
AT2G05440.4,704
AT2G05440.5,698
AT2G05440.7,670
AT2G05440.9,719
AT2G05510.1,812
AT2G05510.2,615
AT2G05510.3,572
AT2G05510.4,679
AT2G05510.5,629
AT2G05510.6,605
AT2G05520.1,1065
AT2G05520.2,1044
AT2G05520.3,668
AT2G05520.4,665
AT2G05520.5,626
AT2G05520.6,644
AT2G05540.1,824
AT2G05620.1,1030
AT2G05620.2,1131
AT2G05710.1,3563
AT2G05790.1,2028
AT2G05830.1,1655
AT2G05830.2,1735
AT2G05830.3,1395
AT2G05830.4,1351
AT2G05840.1,1365
AT2G05840.2,1114
AT2G05840.3,1464
AT2G05920.1,3026
AT2G05990.1,1700
AT2G05990.2,1639
AT2G06025.1,1611
AT2G06025.2,1734
AT2G06025.4,1431
AT2G06025.5,1369
AT2G06025.6,1246
AT2G06025.7,1145
AT2G06050.1,1563
AT2G06050.2,1510
AT2G06050.3,1264
AT2G06520.1,720
AT2G06530.1,1141
AT2G06530.2,1290
AT2G06850.1,1314
AT2G06850.2,1548
AT2G07050.1,3005
AT2G07050.2,3203
AT2G07180.1,1977
AT2G07180.2,1614
AT2G07340.1,806
AT2G07340.2,607
AT2G07360.1,4023
AT2G07360.2,4065
AT2G07671.1,776
AT2G09990.1,1008
AT2G10940.1,1488
AT2G10940.2,1692
AT2G11225.1,963
AT2G11520.1,2150
AT2G11890.1,1068
AT2G11890.2,984
AT2G11910.1,1109
AT2G11910.2,1054
AT2G13360.1,2003
AT2G13360.2,1532
AT2G13360.3,1887
AT2G13440.1,2720
AT2G13560.1,2250
AT2G14045.1,998
AT2G14045.2,807
AT2G14045.4,1320
AT2G14170.1,2279
AT2G14170.2,1900
AT2G14170.3,2283
AT2G14260.1,1543
AT2G14260.2,1501
AT2G14260.3,1696
AT2G14260.4,1694
AT2G14285.1,580
AT2G14720.1,2566
AT2G14720.2,2505
AT2G14750.1,1622
AT2G14835.1,1698
AT2G14835.2,1854
AT2G14880.1,961
AT2G14880.2,1142
AT2G14880.3,1115
AT2G14890.1,1244
AT2G14890.2,1362
AT2G14900.1,715
AT2G14910.1,1881
AT2G14910.2,1957
AT2G15020.1,2088
AT2G15050.1,2801
AT2G15050.2,2148
AT2G15050.3,2169
AT2G15090.1,1953
AT2G15240.1,1495
AT2G15290.1,1147
AT2G15570.1,1050
AT2G15570.2,822
AT2G15580.1,1291
AT2G15580.2,1066
AT2G15580.3,1662
AT2G15620.1,2193
AT2G15690.1,2783
AT2G15695.1,1779
AT2G15860.1,2088
AT2G15860.2,2046
AT2G15860.3,2425
AT2G15890.1,1622
AT2G15890.2,1402
AT2G15910.2,891
AT2G15910.3,1234
AT2G15960.1,771
AT2G15970.1,1086
AT2G15970.2,752
AT2G16070.1,1413
AT2G16070.2,1414
AT2G16070.3,1509
AT2G16280.1,2153
AT2G16365.1,2805
AT2G16365.2,1767
AT2G16365.3,2898
AT2G16365.4,2557
AT2G16365.5,1914
AT2G16365.6,1656
AT2G16500.1,2917
AT2G16510.1,1634
AT2G16586.1,1135
AT2G16600.1,1333
AT2G16600.2,702
AT2G16640.1,4092
AT2G16640.2,4265
AT2G16640.3,4328
AT2G16710.1,865
AT2G16710.2,843
AT2G16710.3,859
AT2G16740.1,923
AT2G16800.1,1450
AT2G16860.1,1366
AT2G16860.2,1803
AT2G16930.1,837
AT2G16930.2,800
AT2G16930.3,766
AT2G16930.4,1039
AT2G16940.1,2187
AT2G16940.2,2278
AT2G16940.3,2245
AT2G16940.4,2568
AT2G16940.5,1591
AT2G16950.1,3345
AT2G16950.2,3461
AT2G17120.1,1450
AT2G17190.1,2265
AT2G17200.1,2058
AT2G17240.1,835
AT2G17265.1,1415
AT2G17340.1,1700
AT2G17360.1,1212
AT2G17360.2,945
AT2G17380.1,892
AT2G17390.1,1517
AT2G17420.1,1607
AT2G17420.2,2159
AT2G17450.1,1459
AT2G17500.1,1676
AT2G17500.2,1724
AT2G17500.3,1638
AT2G17500.4,1637
AT2G17520.1,2994
AT2G17540.1,1330
AT2G17540.2,1355
AT2G17540.3,1237
AT2G17540.4,1053
AT2G17560.1,953
AT2G17560.2,923
AT2G17560.3,791
AT2G17695.1,2222
AT2G17695.2,776
AT2G17695.3,962
AT2G17720.1,1426
AT2G17790.1,2817
AT2G17800.1,1458
AT2G17800.2,1360
AT2G17840.1,1808
AT2G17840.2,1851
AT2G17870.1,1749
AT2G17972.1,746
AT2G17980.1,2289
AT2G18020.1,1177
AT2G18030.1,1262
AT2G18030.2,1167
AT2G18040.1,1171
AT2G18050.1,961
AT2G18050.2,700
AT2G18090.1,3285
AT2G18090.2,3163
AT2G18110.1,1126
AT2G18160.1,1231
AT2G18280.1,1900
AT2G18280.2,1955
AT2G18290.1,1028
AT2G18300.1,1597
AT2G18300.2,1755
AT2G18300.3,1530
AT2G18328.1,670
AT2G18390.1,879
AT2G18400.1,643
AT2G18700.1,2945
AT2G18710.1,1836
AT2G18740.1,748
AT2G18740.2,579
AT2G18750.1,2700
AT2G18750.2,2907
AT2G18750.3,2816
AT2G18790.1,4145
AT2G18790.2,4497
AT2G18910.1,975
AT2G18960.1,3548
AT2G18960.2,3925
AT2G18960.3,4073
AT2G19080.1,1458
AT2G19080.2,1401
AT2G19180.1,924
AT2G19180.2,1079
AT2G19310.1,1108
AT2G19470.1,1918
AT2G19480.1,1746
AT2G19480.2,1611
AT2G19480.3,1671
AT2G19520.1,2181
AT2G19540.1,1653
AT2G19680.1,1148
AT2G19680.2,610
AT2G19730.1,722
AT2G19730.2,812
AT2G19730.3,750
AT2G19740.1,809
AT2G19750.1,659
AT2G19760.1,939
AT2G19790.1,849
AT2G19810.1,1727
AT2G19830.1,866
AT2G19830.2,1221
AT2G19870.1,2218
AT2G19880.1,2140
AT2G19880.2,2435
AT2G19940.1,1693
AT2G19940.2,1609
AT2G19940.3,1792
AT2G20020.1,2402
AT2G20050.1,4256
AT2G20050.2,3836
AT2G20060.1,1413
AT2G20120.1,1259
AT2G20120.2,1203
AT2G20140.1,1775
AT2G20190.1,4905
AT2G20230.1,1388
AT2G20260.1,607
AT2G20270.1,896
AT2G20270.2,879
AT2G20280.1,1731
AT2G20330.1,2332
AT2G20360.1,1791
AT2G20370.1,2463
AT2G20390.1,993
AT2G20420.1,1811
AT2G20450.1,804
AT2G20490.1,530
AT2G20490.2,479
AT2G20490.3,580
AT2G20530.1,1187
AT2G20530.2,1214
AT2G20570.1,1683
AT2G20570.2,1673
AT2G20570.3,1484
AT2G20580.1,3091
AT2G20610.1,1794
AT2G20610.2,1748
AT2G20630.1,1441
AT2G20630.2,1483
AT2G20670.1,1463
AT2G20690.1,1206
AT2G20725.1,1772
AT2G20740.1,1179
AT2G20740.2,935
AT2G20760.1,1682
AT2G20810.1,1915
AT2G20820.1,935
AT2G20820.2,597
AT2G20830.1,2010
AT2G20830.5,1808
AT2G20830.6,1713
AT2G20860.1,1679
AT2G20860.2,1590
AT2G20860.3,1748
AT2G20890.1,1333
AT2G20920.1,1426
AT2G20930.1,944
AT2G20960.1,2553
AT2G20960.2,2497
AT2G20960.3,2388
AT2G20960.4,2759
AT2G20990.1,2253
AT2G20990.2,2180
AT2G20990.3,2222
AT2G21050.1,1882
AT2G21060.1,1017
AT2G21120.1,1920
AT2G21140.1,1331
AT2G21160.1,1219
AT2G21170.1,1484
AT2G21170.2,1341
AT2G21170.3,1503
AT2G21190.1,1333
AT2G21195.1,524
AT2G21195.2,697
AT2G21195.3,601
AT2G21195.4,620
AT2G21210.1,725
AT2G21210.2,1402
AT2G21240.1,1412
AT2G21240.2,1191
AT2G21250.1,1273
AT2G21250.2,1310
AT2G21270.1,1325
AT2G21270.2,1755
AT2G21270.3,1547
AT2G21270.4,1611
AT2G21270.5,1530
AT2G21280.1,1335
AT2G21280.2,1507
AT2G21290.1,800
AT2G21300.1,3226
AT2G21300.2,2975
AT2G21300.3,3154
AT2G21300.4,3146
AT2G21300.5,2960
AT2G21320.1,1093
AT2G21330.1,1961
AT2G21330.2,1639
AT2G21330.3,1499
AT2G21340.1,2479
AT2G21340.2,1966
AT2G21380.1,3791
AT2G21380.2,3863
AT2G21385.1,1360
AT2G21385.2,1130
AT2G21385.3,1232
AT2G21385.4,1328
AT2G21385.5,1367
AT2G21390.1,4284
AT2G21410.1,3068
AT2G21520.1,2622
AT2G21520.2,2328
AT2G21520.3,2517
AT2G21530.1,894
AT2G21580.1,811
AT2G21580.2,701
AT2G21600.1,1119
AT2G21620.1,1113
AT2G21620.2,1028
AT2G21660.1,1165
AT2G21660.2,785
AT2G21790.1,3000
AT2G21860.1,1814
AT2G21870.1,1238
AT2G21870.2,1097
AT2G21950.1,1472
AT2G21960.1,1280
AT2G21970.1,907
AT2G22080.1,1031
AT2G22122.1,769
AT2G22125.1,7205
AT2G22170.1,1194
AT2G22230.1,971
AT2G22240.1,2191
AT2G22240.2,1983
AT2G22240.3,2243
AT2G22330.1,2004
AT2G22330.2,2241
AT2G22360.1,1744
AT2G22400.1,2698
AT2G22425.1,896
AT2G22425.2,469
AT2G22430.1,1651
AT2G22540.1,1791
AT2G22540.2,1534
AT2G22540.3,1113
AT2G22640.1,941
AT2G22670.1,1590
AT2G22670.2,1681
AT2G22670.3,1369
AT2G22670.4,1630
AT2G22670.5,1694
AT2G22720.1,2202
AT2G22720.2,2267
AT2G22720.3,2268
AT2G22720.4,2330
AT2G22720.5,2306
AT2G22720.6,2231
AT2G22795.1,2679
AT2G22795.2,2561
AT2G22795.3,2453
AT2G22980.1,1795
AT2G22980.2,1822
AT2G22980.3,2218
AT2G22980.4,1617
AT2G22980.5,1884
AT2G22990.1,1985
AT2G22990.2,1531
AT2G22990.3,1635
AT2G22990.4,1637
AT2G22990.5,1606
AT2G22990.6,1987
AT2G23000.1,2053
AT2G23000.2,1623
AT2G23070.1,1846
AT2G23090.1,604
AT2G23120.1,793
AT2G23170.1,2118
AT2G23310.1,1305
AT2G23310.2,1064
AT2G23320.1,1284
AT2G23320.2,1235
AT2G23350.1,2589
AT2G23390.1,1776
AT2G23390.2,1931
AT2G23600.1,1138
AT2G23600.2,1496
AT2G23600.3,1242
AT2G23610.1,1602
AT2G23670.1,709
AT2G23760.1,2408
AT2G23760.2,2502
AT2G23760.3,2290
AT2G23760.4,2444
AT2G23780.1,1425
AT2G23780.2,1874
AT2G23780.3,1325
AT2G23810.1,1319
AT2G23820.1,1153
AT2G23820.2,1252
AT2G23840.1,1350
AT2G23930.1,689
AT2G23930.2,783
AT2G23940.1,1088
AT2G24020.1,916
AT2G24020.2,898
AT2G24050.1,2761
AT2G24060.1,1508
AT2G24150.1,1658
AT2G24150.2,1403
AT2G24180.1,1830
AT2G24200.1,2009
AT2G24200.2,1853
AT2G24200.3,1745
AT2G24270.1,2345
AT2G24270.2,2195
AT2G24270.3,2007
AT2G24270.4,1823
AT2G24280.1,3867
AT2G24280.2,3938
AT2G24360.1,1882
AT2G24395.1,641
AT2G24420.1,2010
AT2G24420.2,1904
AT2G24500.1,1946
AT2G24550.1,1378
AT2G24590.1,999
AT2G24765.1,1018
AT2G24765.2,845
AT2G24790.1,1207
AT2G24820.1,1825
AT2G24860.1,1086
AT2G25070.1,1649
AT2G25070.2,1858
AT2G25080.1,1246
AT2G25110.1,1476
AT2G25210.1,402
AT2G25250.1,1334
AT2G25280.1,1339
AT2G25310.1,1142
AT2G25430.1,2585
AT2G25450.1,1604
AT2G25490.1,3052
AT2G25510.1,760
AT2G25520.1,1743
AT2G25605.1,1152
AT2G25610.1,1060
AT2G25610.2,1334
AT2G25670.1,1796
AT2G25670.2,1904
AT2G25760.1,3301
AT2G25760.2,2613
AT2G25830.1,1609
AT2G25840.1,1671
AT2G25840.2,1527
AT2G25840.3,1422
AT2G25840.4,1754
AT2G25870.1,2222
AT2G25900.1,1834
AT2G25900.2,1677
AT2G25910.1,1537
AT2G25910.2,1422
AT2G25970.1,2222
AT2G26060.1,1473
AT2G26060.2,1387
AT2G26080.1,3967
AT2G26110.1,1624
AT2G26140.1,2854
AT2G26210.1,1142
AT2G26210.3,960
AT2G26210.4,1388
AT2G26210.5,1301
AT2G26210.6,1299
AT2G26210.7,1013
AT2G26230.1,1505
AT2G26240.1,874
AT2G26250.1,2255
AT2G26280.1,2379
AT2G26280.2,2663
AT2G26280.3,2520
AT2G26280.4,2739
AT2G26280.5,2504
AT2G26330.1,3985
AT2G26340.1,1206
AT2G26340.2,839
AT2G26430.1,1703
AT2G26430.2,1582
AT2G26430.3,1673
AT2G26430.4,1594
AT2G26500.1,897
AT2G26500.2,557
AT2G26500.3,547
AT2G26510.1,2251
AT2G26510.2,1992
AT2G26510.3,2345
AT2G26550.1,1379
AT2G26550.2,1414
AT2G26550.3,1259
AT2G26550.4,1498
AT2G26570.1,2941
AT2G26570.2,2921
AT2G26590.1,1658
AT2G26590.2,1397
AT2G26590.3,1693
AT2G26590.4,1171
AT2G26600.1,1853
AT2G26600.2,1673
AT2G26670.1,1416
AT2G26670.2,1015
AT2G26680.1,1449
AT2G26690.1,2011
AT2G26690.2,2192
AT2G26690.3,1874
AT2G26730.1,2696
AT2G26740.1,1371
AT2G26770.1,2024
AT2G26770.2,1996
AT2G26770.3,2058
AT2G26780.1,5708
AT2G26780.2,5914
AT2G26800.1,1722
AT2G26800.2,1833
AT2G26800.4,1829
AT2G26800.5,1770
AT2G26900.1,1906
AT2G26910.1,4956
AT2G26930.1,1335
AT2G26975.1,969
AT2G26980.1,2059
AT2G26980.3,2183
AT2G26980.4,2153
AT2G26980.5,2151
AT2G26990.1,1820
AT2G27020.1,1143
AT2G27020.2,1355
AT2G27030.1,776
AT2G27030.3,830
AT2G27050.1,2363
AT2G27060.1,3844
AT2G27060.2,3649
AT2G27060.3,3487
AT2G27100.1,2654
AT2G27170.3,4440
AT2G27170.4,4374
AT2G27190.1,1768
AT2G27210.1,3911
AT2G27210.2,4030
AT2G27230.1,2641
AT2G27230.2,2705
AT2G27260.1,1016
AT2G27290.1,1041
AT2G27385.1,855
AT2G27385.2,1095
AT2G27385.3,1101
AT2G27402.1,1293
AT2G27402.2,1003
AT2G27450.1,1245
AT2G27450.2,1236
AT2G27450.3,1522
AT2G27510.1,990
AT2G27530.1,1079
AT2G27530.2,983
AT2G27580.1,1027
AT2G27580.2,855
AT2G27600.1,1900
AT2G27680.1,1515
AT2G27710.1,860
AT2G27710.2,752
AT2G27710.3,683
AT2G27710.4,704
AT2G27720.1,946
AT2G27720.2,601
AT2G27720.3,660
AT2G27720.4,909
AT2G27730.1,926
AT2G27730.2,1688
AT2G27730.3,1095
AT2G27730.4,1050
AT2G27810.1,2737
AT2G27810.2,2549
AT2G27810.3,2678
AT2G27810.4,2773
AT2G27820.1,1718
AT2G27830.1,1308
AT2G27840.1,973
AT2G27840.2,792
AT2G27840.3,1092
AT2G27840.4,946
AT2G27860.1,1732
AT2G27950.1,3244
AT2G27950.2,3445
AT2G27950.3,3143
AT2G27960.1,857
AT2G28000.1,2222
AT2G28100.1,1772
AT2G28190.1,1053
AT2G28290.1,11021
AT2G28290.2,11033
AT2G28290.3,11030
AT2G28290.4,10961
AT2G28290.5,10861
AT2G28290.6,10817
AT2G28305.1,1176
AT2G28305.2,1499
AT2G28305.3,1157
AT2G28350.1,2801
AT2G28350.2,2730
AT2G28370.1,1199
AT2G28380.1,1997
AT2G28390.1,2372
AT2G28400.1,1190
AT2G28410.1,963
AT2G28430.1,525
AT2G28470.1,3489
AT2G28470.2,3267
AT2G28470.3,3386
AT2G28470.4,3239
AT2G28520.1,3225
AT2G28550.1,2235
AT2G28550.2,2493
AT2G28550.3,2280
AT2G28550.4,2387
AT2G28550.5,2169
AT2G28550.6,1942
AT2G28605.1,956
AT2G28720.1,1001
AT2G28740.1,715
AT2G28790.1,1095
AT2G28790.2,1242
AT2G28800.1,2147
AT2G28800.3,1792
AT2G28800.4,1605
AT2G28840.1,1976
AT2G28840.2,1646
AT2G28890.1,2550
AT2G28900.1,964
AT2G28910.1,1687
AT2G28910.2,1871
AT2G28910.3,1846
AT2G28950.1,1590
AT2G29020.1,919
AT2G29080.1,3044
AT2G29180.1,791
AT2G29190.1,3738
AT2G29190.2,3729
AT2G29200.1,3812
AT2G29200.2,3540
AT2G29210.1,3013
AT2G29210.2,2884
AT2G29290.1,1361
AT2G29290.2,1833
AT2G29310.1,1210
AT2G29310.2,1116
AT2G29310.3,1294
AT2G29310.4,1138
AT2G29320.1,1287
AT2G29320.2,1388
AT2G29320.3,1260
AT2G29340.1,1227
AT2G29340.2,1895
AT2G29340.3,1496
AT2G29340.4,1332
AT2G29360.1,1076
AT2G29390.1,1129
AT2G29390.2,1171
AT2G29390.3,1474
AT2G29390.4,1139
AT2G29390.6,1008
AT2G29400.1,1486
AT2G29420.1,887
AT2G29450.1,1270
AT2G29510.1,3110
AT2G29530.1,567
AT2G29530.2,545
AT2G29530.3,639
AT2G29550.1,1816
AT2G29560.1,1993
AT2G29570.1,1183
AT2G29630.1,3386
AT2G29630.2,3234
AT2G29630.3,2406
AT2G29630.4,2892
AT2G29650.1,2199
AT2G29650.2,1949
AT2G29650.3,1728
AT2G29650.4,2007
AT2G29670.1,2340
AT2G29670.2,2362
AT2G29690.1,2331
AT2G29690.2,2270
AT2G29700.1,1066
AT2G29960.1,1551
AT2G29960.2,777
AT2G29960.3,1077
AT2G29980.1,1668
AT2G29980.2,1526
AT2G30010.1,1476
AT2G30010.2,1523
AT2G30050.1,1360
AT2G30060.1,1321
AT2G30110.1,3779
AT2G30170.1,1137
AT2G30170.3,1165
AT2G30170.4,1263
AT2G30170.5,1207
AT2G30170.6,1205
AT2G30170.7,1202
AT2G30200.1,1690
AT2G30200.2,1652
AT2G30260.1,1142
AT2G30260.2,1269
AT2G30390.1,1990
AT2G30390.2,1878
AT2G30410.1,897
AT2G30410.2,761
AT2G30410.3,752
AT2G30440.1,2100
AT2G30490.1,2083
AT2G30520.1,2148
AT2G30520.2,2180
AT2G30520.3,2181
AT2G30570.1,958
AT2G30600.1,2858
AT2G30600.2,2714
AT2G30600.3,2992
AT2G30600.4,2769
AT2G30600.5,3134
AT2G30600.6,2277
AT2G30620.1,1666
AT2G30695.2,1128
AT2G30700.1,2205
AT2G30700.2,2065
AT2G30766.1,1995
AT2G30860.1,1233
AT2G30860.2,802
AT2G30870.1,1132
AT2G30930.1,1220
AT2G30950.1,2378
AT2G30950.2,2417
AT2G30950.3,2400
AT2G30950.4,2350
